NETWORK,PI,YEAR,MONTH,DAY,SITE,TRANSECT,SP_CODE,PERCENT_COVER,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,CLSP,5,Invertebrate,Proifera,Sponges,NA,NA,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,Cliona
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,CO,17.5,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,CRSP,5,Algae,Rhodophyta,Erect Red Algae,NA,Banded weed,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,Ceramium
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,CYPU,6.25,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,DEAC,7.5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,DEVI,8.75,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,DIP,1.25,Invertebrate,Chordates,Tunicates,NA,colonial tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma listerianum
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,DIVE,1.25,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,EC,10,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,EUCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,delicate northern sea fan,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Euthora,Euthora cristata
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,HAPA,2.5,Invertebrate,Proifera,Sponges,NA,Breadcrumb Sponge,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria (Halichondria) panicea
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,HJ,38.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,LIGL,8.75,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,MAST,20,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,MEMA,2.5,Invertebrate,Bryozoans,Bryozoans,NA,sea lace,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,NA,sea oak,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,Phycodrys rubens
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,PILS,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,POLS,12.5,Algae,Rhodophyta,Erect Red Algae,NA,lobster horns,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,PORO,1.25,Algae,Rhodophyta,Erect Red Algae,NA,goat tang,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Polyidaceae,Polyides,Polyides rotunda
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,PORS,8.75,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,S,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,SH,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,SL,8.75,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,SLJ,3.75,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,SPRE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Spermothamnion,Spermothamnion repens
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,SS,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,TUV,2.5,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Tubular Ulvoid
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,URB,5,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Red Blade
KEEN ONE,Byrnes,2014,7,21,NE Appledore,Devil's Dance Floor,UV,1.25,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Blady Ulvoid
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,ANSP,2.5,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,ATM,3.75,Invertebrate,Arthropods,Crustaceans,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod tube mat
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,B,33.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,BL,13.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,BM,21.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,BOSC,1.25,Invertebrate,Chordates,Tunicates,NA,golden star tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Botryllus schlosseri
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,BS,7.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,C,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,CF,17.5,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,CISA,1.25,Invertebrate,Chordates,Tunicates,NA,pacific transparent sea squirt,Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,Ciona savignyi
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,CO,1.25,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,CRSP,17.5,Algae,Rhodophyta,Erect Red Algae,NA,Banded weed,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,Ceramium
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,CYPU,6.25,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,DEAC,5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,DEVI,20,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,DIAT,1.25,Algae,Phaeophyta,Brown Algae,NA,NA,NA,NA,NA,NA,NA,NA,Diatom Tube Mat
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,DIVE,6.25,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,EC,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,HIRU,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,HJ,88.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,PAPA,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Dulse,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,Palmaria palmata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,PORO,1.25,Algae,Rhodophyta,Erect Red Algae,NA,goat tang,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Polyidaceae,Polyides,Polyides rotunda
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,PORS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,RAT,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Red Algal Turf
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,SH,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,SL,1.25,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,SLJ,1.25,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,SS,16.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,Tricellaria inopinata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Larus Ledge,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Red Blade
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,ANSP,7.5,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,ATM,3.75,Invertebrate,Arthropods,Crustaceans,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod tube mat
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,B,88.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,BL,5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,BM,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,BOVI,1.25,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,BS,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,BUTU,6.25,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,CF,13.75,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,CO,5,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,DEAC,5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,DEVI,35,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,DIAT,1.25,Algae,Phaeophyta,Brown Algae,NA,NA,NA,NA,NA,NA,NA,NA,Diatom Tube Mat
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,DIVE,3.75,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,EC,11.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,ES Yellow,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,HIRU,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,HJ,78.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,LIGL,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,LIVE,1.25,Invertebrate,Bryozoans,Bryozoans,NA,NA,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Patinella,Patinella verrucaria
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,MAST,8.75,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,OPAC,1.25,Invertebrate,Echinoderms,Sea Cucumbers,NA,brittlestar,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,Ophiopholis aculeata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,PHRU,2.5,Algae,Rhodophyta,Erect Red Algae,NA,sea oak,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,Phycodrys rubens
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,SH,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,SL,3.75,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,SLJ,1.25,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,SS,2.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,Tricellaria inopinata
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,UFR,2.5,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Filamentous Red
KEEN ONE,Byrnes,2014,7,18,NW Appledore,Sandpiper Beach,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Red Blade
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,ANSP,3.75,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,ATM,2.5,Invertebrate,Arthropods,Crustaceans,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod tube mat
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,B,25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,BL,17.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,BM,7.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,BOHA,1.25,Algae,Rhodophyta,Erect Red Algae,NA,hooked weed,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Bonnemaisonia,Bonnemaisonia hamifera
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,BS,10,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,BUTU,1.25,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,C,5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,CF,7.5,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,CO,3.75,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,CYPU,5,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,DEAC,20,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,DEVI,3.75,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,DIVE,2.5,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,EC,10,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,HIRU,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,HJ,88.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,ISRU,1.25,Invertebrate,Molluscs,Gastropods,NA,Red Chition,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Boreochiton,Boreochiton ruber
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,LIGL,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,MAST,1.25,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,P,8.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,NA,sea oak,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,Phycodrys rubens
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,POLS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,lobster horns,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,S,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,SH,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2014,7,21,NW Appledore,Magic 8 Ball,SL,26.25,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
