Year,Transect,Level,Replicate,Data_taken,Note_header,Note_value,Source
1988,2,6,1,yes,Z2-Notes,black zone sp=Verrucaria,percent_cover
1988,2,6,3,yes,Z2-Notes,8/18/97 TJF - Primary % cover added to 115%  so I reduced Hild from 30% to 17% and Verr. sp. from 5% to 3%; 2/2008: MME: restored data to original values,percent_cover
1989,2,9,3,yes,Z2-Notes,8/18/97 TJF - Students noted 70% of the primary cover was a Hildenbrandia/ Verr. mix  so I divided the percentage evenly between the two and noted my judgement in red ink on original form.,percent_cover
1989,2,11,1,yes,Z2-Notes,8/18/97 TJF - Students combined percent cover values for Mast. and Chondrus  so I divided primary and canopy percentages evenly between the two.,percent_cover
1989,2,12,1,yes,Z2-Notes,8/18/97 TJF - Students combined percent cover values for Mast. and Chondrus  so I divided primary and canopy percentages evenly between the two.,percent_cover
1989,2,12,2,yes,Z2-Notes,8/18/97 TJF - Students combined percent cover values for Mast. and Chondrus  so I divided primary and canopy percentages evenly between the two.,percent_cover
1989,2,12,3,yes,Z2-Notes,8/18/97 TJF - Students combined percent cover values for Mast. and Chondrus  so I divided primary and canopy percentages evenly between the two.,percent_cover
1989,2,13,1,yes,Z2-Notes,8/18/97 TJF - Students combined percent cover values for Mast. and Chondrus  so I divided primary and canopy percentages evenly between the two.,percent_cover
1991,2,6,3,yes,Z2-Notes,students recorded 28% cover Sphacelaria  did not specify basal versus canopy,percent_cover
1991,2,8,1,yes,Z2-Notes,8/15/97 Students did not assign % cover values to Modiolus  ephemeral algae  and  on occasion  coralline algae,percent_cover
1991,2,8,3,yes,Z2-Notes,2/2008: MME: students recorded 7% cover Rhodochorton,percent_cover
1991,2,12,3,yes,Z2-Notes,"8/15/97 Students noted 4 ""large"" Modiolus that covered 18% of substarte  but also noted 750-1000 small mussels without a %cover estimate.",percent_cover
1992,2,4,1,yes,Z2-Notes,8/6/97 TJF - Primary % cover totalled 110%. I reduced Black Zone from 60% to 54%  and Artho from 40% to 36% and noted judgement in red ink on original quad report form; 2/2008: MME: restored data to original values,percent_cover
1992,2,5,1,yes,Z2-Notes,8/6/97 TJF - Primary % cover totalled 118%. I reduced Black Zone from 10% to 8%  Artho from 70% to 58%  and Hild. from 19% to 15% and noted judgement in red ink on original quad report form; 2/2008: MME: restored data to original values,percent_cover
1992,2,5,3,yes,Z2-Notes,8/6/97 TJF - Primary % cover totalled 119%. I reduced Black Zone from 7% to 5.5%  Artho from 90% to 73%  and Hild. from 3% to 2.5% and noted judgement in red ink on original quad report form; 2/2008: MME: restored data to original values,percent_cover
1992,2,6,2,yes,Z2-Notes,8/6/97 TJF - Primary % cover totalled 103%. I reduced Hild. from 90% to 87% and noted judgement in red ink on original quad report form; 2/2008: MME: restored data to original values,percent_cover
1992,2,10,2,yes,Z2-Notes,coralline crust=Lithothamnion,percent_cover
1992,2,10,3,yes,Z2-Notes,coralline crust=Lithothamnion,percent_cover
1992,2,12,1,yes,Z2-Notes,coralline crust=Lithothamnion,percent_cover
1992,2,12,2,yes,Z2-Notes,coralline crust=Lithothamnion,percent_cover
1993,2,3,3,yes,Z2-Notes,7/29/97 TJF - Students recorded 100% Cyanobacteria and Artho. with a trace of LRGT  so I split the percentage evenly.,percent_cover
1993,2,4,3,yes,Z2-Notes,7/29/97 TJF - Students recorded 50% Cyanobacteria and Artho. with a trace of LRGT  so I split the percentage evenly.,percent_cover
1993,2,5,1,yes,Z2-Notes,black zone sp=Verrucaria,percent_cover
1993,2,5,2,yes,Z2-Notes,black zone sp=6% Cyanobacteria plus 13% Verrucaria,percent_cover
1993,2,5,3,yes,Z2-Notes,7/29/97 TJF - Primary % cover added to 109%  so I reduced Hild.  Verr.  and Artho. by 3% each; 2/2008: MME: restored data to original values.,percent_cover
1993,2,6,1,yes,Z2-Notes,7/29/97 TJF - Students noted 38%cover of Fucus and Mast. bases combined  so I divided the percentage between them.,percent_cover
1993,2,6,2,yes,Z2-Notes,7/29/97 TJF - Primary % cover added to 101%  so I reduced Hild. from 19 to 18%. I also divided the holdfast 13% cover between Fucus and Mast; 2/2008: MME: restored Hild data to orginal value,percent_cover
1993,2,6,3,yes,Z2-Notes,7/29/97 TJF - Students noted 34%cover of Asco  Fucus  and Mast. bases combined  so I divided the percentage between them.,percent_cover
1993,2,7,1,yes,Z2-Notes,7/29/97 TJF added Plumaria column. Also  students noted 63%cover of Chondrus  Fucus  and Mast. bases combined  so I divided the percentage between them.,percent_cover
1993,2,7,2,yes,Z2-Notes,7/29/97 TJF - Students noted 85%cover of Pilayella and Mast. bases combined  so I divided the percentage between them.,percent_cover
1993,2,7,3,yes,Z2-Notes,7/29/97 TJF - Students noted 50%cover of fucoid and Mast. bases combined  so I divided the percentage between them.,percent_cover
1993,2,8,2,yes,Z2-Notes,7/29/97 TJF - Middle canopy % cover added to 101%  so I reduced Mast. and Pilayella from 13 to 12% each. I also divided the holdfast 80% cover among Chondrus  Pilayella  and Mast; 2/2008: MME: restored canopy cover data to original values  not really sure what to do about holdfast data,percent_cover
1993,2,8,3,yes,Z2-Notes,7/29/97 TJF - Primary % cover added to 101%  so I reduced Semibal. from 13% to12%; 2/2008: MME: restored data to original values,percent_cover
1993,2,9,1,yes,Z2-Notes,7/29/97 TJF - Students noted 50%cover of Chondrus and Mast. bases combined  so I divided the percentage between them.,percent_cover
1993,2,10,1,yes,Z2-Notes,7/29/97 TJF - Students noted 95%cover of Chondrus and Mast. bases combined  so I divided the percentage between them.,percent_cover
1993,2,11,3,yes,Z2-Notes,7/29/97 TJF - Students noted 100%cover of many algal bases combined  so I divided this percentage partly between Chondrus and Mast.,percent_cover
1994,2,3,3,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 101%. I reduced Black Zone from 97% to 96% and noted judgement in red ink on original quad report form. 2/208: MME: restored data to original values,percent_cover
1994,2,4,1,yes,Z2-Notes,"7/28/97 TJF - Primary % cover totalled 131.25% with 31.25% bare rock. Students noted that Semibal. settled on Artho.  and Verr.  I reduced ""Black Zone"" from 37.5% to 23.5% and Artho from 31.25% to 14%; 2/208: MME: restored data to original values",percent_cover
1994,2,4,2,yes,Z2-Notes,"7/28/97 TJF - Primary % cover totalled 119% with 53% bare rock. Students noted that Semibal. settled on Artho. and ""Black Zone"" organisms.  I reduced ""Black Zone"" from 40.5% to 21.5% and Artho from 12.5% to 6.75%; 2/2008: MME: restored data to original values",percent_cover
1994,2,7,2,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 140%. I reduced Hild. from 90% to 50%; MME: restored data to original values,percent_cover
1994,2,7,3,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 106.25%. I reduced Hild. from 50% to 43.75%; MME: restored data to original values,percent_cover
1994,2,11,3,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 112.5%. I reduced corall. crust from 62.5% to 50% since students noted it was partially overgrown by Chondrus; MME: restored data to original values,percent_cover
1995,2,4,3,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 118.75%. I reduced Artho from 81.25% to 65% and Verr. from 12.5% to 10% since it was likely Semibal was overgrowing them and so that their % cover values were in proportion with those originally recorded; 2/2208: MME: restored data to original values,percent_cover
1995,2,5,1,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 125%. I reduced Artho from 6.25% to 5% and Hild. from 93.75% to 75% since it was likely Semibal was overgrowing them and so that their % cover values were in proportion with those originally recorded;  2/2208: MME: restored data to original values,percent_cover
1995,2,5,2,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 137.5%. I reduced Artho from 43.75% to 27.3% and Hild. from 56.25% to 35.2% since it was likely Semibal was overgrowing them and so that their % cover values were in proportion with those originally recorded;  2/2208: MME: restored data to original values,percent_cover
1995,2,6,1,yes,Z2-Notes,"7/28/97 TJF - Primary % cover totalled 118%. I reduced ""thin green crust"" (Black Zone) from 30% to 25% and Hild. from 70% to 57% since it was likely Semibal was overgrowing Hild. or crust was growing on Semibal. Shell;  2/2208: MME: restored data to original values",percent_cover
1995,2,6,2,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 113%. I reduced Verr. from 18% to 16% and Hild. from 81% to 70% since it was likely Semibal was overgrowing Hild. or Verr. was growing on Semibal. Shell;  2/2208: MME: restored data to original values,percent_cover
1995,2,6,3,yes,Z2-Notes,7/28/97 TJF - Primary % cover totalled 115%. I reduced Verr. from 50% to 42.5% and Hild. from 50% to 42.5% since it was likely Semibal was overgrowing Hild. or Verr. was growing on Semibal. shell.  2/2208: MME: restored data to original values,percent_cover
1995,2,7,1,yes,Z2-Notes,"7/28/97 TJF - Primary % cover totalled 109%. I reduced ""thin green crust"" (Black Zone) from 15% to 14% and Hild. from 85% to 77% since it was likely Semibal was overgrowing Hild. or crust was growing on Semibal. shell.  2/2208: MME: restored data to original values",percent_cover
1995,2,7,2,yes,Z2-Notes,"7/28/97 TJF - Primary % cover totalled 106%. I reduced ""thin green crust"" (Black Zone) from 20% to 19% and Hild. from 80% to 75% since it was likely Semibal was overgrowing Hild. or crust was growing on Semibal. Shell;  2/2208: MME: restored data to original values",percent_cover
1995,2,10,1,yes,Z2-Notes,"7/28/97 TJF - Levels 10 and 11 could not be reached for quadrat analysis  but the students made visual observations from a distance.  In addition to the algal canopy noted here  ""nd "" they also observed mussel beds and either Chaetomorpha or Cladophora",percent_cover
1995,2,12,1,yes,Z2-Notes,7/28/97 TJF - Primary % cover is largely unaccounted for.,percent_cover
1995,2,12,2,yes,Z2-Notes,7/28/97 TJF - Primary % cover is largely unaccounted for.,percent_cover
1995,2,12,3,yes,Z2-Notes,7/28/97 TJF - Phymat. (Corall. curst) undergrows Chondurs bases and shell hash.,percent_cover
1995,2,13,2,yes,Z2-Notes,7/28/97 TJF - I moved Mytilus suze class dat from this quadrat to rep. #3 of this level because Mytilus is not present in this quad. It is present in the next replicate without size class data recorded.,percent_cover
1995,2,13,3,yes,Z2-Notes,7/28/97 TJF - Phymat. (Corall. crust) undergrows Chondurs bases and shell hash.,percent_cover
1998,2,3,3,yes,Z2-Notes,"black zone data value consists of 1% Cyanobacteria plus 6% ""Black-zone algae (green)""",percent_cover
1998,2,7,1,yes,Z2-Notes,"sp listed here as Verrucaria was described as ""green stuff"" by students---they called it ""black zone"" but according to 1998 protocol should be classified as Verrucaria",percent_cover
1998,2,7,2,yes,Z2-Notes,"sp listed here as Verrucaria was described as ""green crust"" by students---they called it ""black zone"" but according to 1998 protocol should be classified as Verrucaria",percent_cover
1998,2,8,1,yes,Z2-Notes,"sp listed here as Verrucaria was described as ""green crust"" by students---they called it ""black zone"" but according to 1998 protocol should be classified as Verrucaria",percent_cover
1998,2,8,2,yes,Z2-Notes,"12% of ""sand""? Possibly…hard to read student's writing",percent_cover
1998,2,8,3,yes,Z2-Notes,"students recorded 1 % cover of ""sand""",percent_cover
1998,2,12,3,yes,Z2-Notes,students recorded 4% cover Hippothoa  did not specify basal versus canopy,percent_cover
2004,2,0,1,yes,Z2-Notes,data entered by MME  2/2008  following 1998 protocol except did not adjust percent covers to equal 100--interidal is 3-dimensional  only natural that total percent cover would exceed 100%,percent_cover
2004,2,2,1,yes,Z2-Notes,black zone sp=Verrucaria,percent_cover
2004,2,2,2,yes,Z2-Notes,black zone sp=Verrucaria,percent_cover
2004,2,2,3,yes,Z2-Notes,black zone sp=Verrucaria,percent_cover
2004,2,3,1,yes,Z2-Notes,black zone sp=Verrucaria (15%) and Calothrix (54%),percent_cover
2004,2,3,2,yes,Z2-Notes,black zone sp=Verrucaria (15%) and Calothrix (60%),percent_cover
2004,2,3,3,yes,Z2-Notes,black zone sp=Verrucaria (30%) and Calothrix (35%),percent_cover
2004,2,4,1,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,2,4,2,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,2,4,3,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,2,5,1,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,2,5,2,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,2,5,3,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,2,8,1,yes,Z2-Notes,coralline crust=Phymatolithon,percent_cover
2004,2,8,2,yes,Z2-Notes,coralline crust=Clathromorphum,percent_cover
2004,2,8,3,yes,Z2-Notes,Coralline crust=Clathromorphum (20%) plus Phymatolithon,percent_cover
2004,2,9,1,yes,Z2-Notes,basal cover of Corallina was crustose form,percent_cover
2004,2,10,3,yes,Z2-Notes,coralline crust=phymatolithon,percent_cover
2004,2,11,1,yes,Z2-Notes,"students list 5%  cover of a ""Corallina crust""…not sure this if this should be recoreded under Coralline crust or Corallina base…here put it under Corallina officianalis base.",percent_cover
2004,2,11,3,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,2,12,2,yes,Z2-Notes,"""Corallina crust"" problem  included it under Corallina officinalis base (4%)",percent_cover
2004,2,12,3,yes,Z2-Notes,"""Corallina crust"" problem  included it under Corallina officinalis base (5%)",percent_cover
1982,5,0,1,yes,Z2-Notes,"2/2008: MME: at transect 5 in 1982  some plants were not quantified as percent cover but rather as number of individuals…here those numbers are simply represented by ""nd"" (no data)  but if you ever want the numbers of indl plants  see the ""% Cover with # indl plants"" spreadsheet in the FMBE 1982 Transect 05.xls file....",percent_cover
1982,5,4,1,yes,Z2-Notes,6/2/2005 EK Students recorded 100% Calothrix  but there was 5% Hilden and unspecified %cover of Fucus  Asco and Sb,percent_cover
1982,5,6,1,yes,Z2-Notes,6/2/2005 EK Students recorded 100% Hilden  but unspecified %cover of Fucus  Asco and Sb,percent_cover
1982,5,7,1,yes,Z2-Notes,6/2/2005 EK Students recorded 100% Hilden  but there was 30% Phmato and unspecified %cover of Fucus  Asco and Sb,percent_cover
1982,5,10,1,yes,Z2-Notes,6/2/2005 EK Students recorded 75%Hilden  25% Phymato  but there was unspecified %cover of Fucus  Asco,percent_cover
1982,5,13,1,yes,Z2-Notes,6/2/2005 EK Students recorded 90%rock Phymato  but 100% Phymato is covered by Corallina  and 50% Corallina is covered by Rhizo?!,percent_cover
1985,5,0,1,yes,Z2-Notes,7/3/97 TJF - The only quad. report forms from this year are for Quadrats 6  9  and 12. The students noted in their discussion that no  macroscopic organisms were found in levels 0-3.,percent_cover
1986,5,6,1,yes,Z2-Notes,7/3/97 TJF - Phymat. and Verr. were noted as being >5%. I entered both of them as 2.5% so that primary % cover would add to 100%,percent_cover
1986,5,6,3,yes,Z2-Notes,7/3/97 TJF - Only 1 Mytilus was present without a % cover value noted. I entered it as 0.5% and noted correction in red ink on quad report form.,percent_cover
1986,5,10,1,yes,Z2-Notes,"7/3/97 TJF - Only 6 Mytilus were present without a % cover value noted. I entered it as 1% and noted correction in red ink on quad report form; 2/2008: MME: changed Mytilus percent cover value to ""nd""",percent_cover
1986,5,10,2,yes,Z2-Notes,7/3/97 TJF - Students recorded 6%cover for 1 020 Semibal. in rep.#2 and 80%cover for 3 Semibal. in rep.#3. In their X-squared calculations  I noticed that the 80% was supposed to be 20%  so I made the correction in red ink on the quad report form.,percent_cover
1987,5,5,1,yes,Z2-Notes,"7/2/97 TJF - I put ""nd"" for Asco  Fucus  and Mast. bases because students noted that 25% of rock is covered by ""holdfasts"" without discerning among species.",percent_cover
1987,5,6,1,yes,Z2-Notes,7/2/97 TJF - 50% Mast. base is Petrocelis;  2/2008: MME: no value currently listed in mast base column  but there is a 50 in the masto canopy column (?); put 50 under Petrocelis/Masto sporophyte… that makes rock cover add to 100%…but should I delete the masto canopy value? or put nd in the masto base column?,percent_cover
1987,5,6,2,yes,Z2-Notes,7/2/97 TJF - Remaining % cover of rock is covered with dead barnacle shells and Electra,percent_cover
1987,5,6,3,yes,Z2-Notes,7/2/97 TJF - 65% is bare rock--2/2008: MME: added bare rock column,percent_cover
1987,5,7,1,yes,Z2-Notes,7/2/97 TJF - 10% of primary cover (rock) was unaccounted for  so I assigned this value to Semibal since the students didn't note a % cover value for it.,percent_cover
1987,5,8,1,yes,Z2-Notes,7/2/97 TJF - Students noted 80% Semibal  30% Verr.  30% Hild.  and 20% Phymat. I recorded 80% Semibol  but not the others because I believe that they may be growing on the barnacle shells; 2/2008: MME: added values above for Verr  Hild and Phymat.,percent_cover
